state,Q_action_0,Q_action_1,best_action
163,0.0,0.0,Q_action_0
164,0.0,0.0,Q_action_0
165,0.0,0.0,Q_action_0
166,0.0,0.0,Q_action_0
167,0.0,0.0,Q_action_0
168,0.0,0.0,Q_action_0
169,0.0,0.0,Q_action_0
170,0.0,0.0,Q_action_0
171,0.0,0.0,Q_action_0
172,0.0,0.0,Q_action_0
173,0.0,0.0,Q_action_0
174,0.0,0.0,Q_action_0
175,0.0,0.0,Q_action_0
176,0.0,0.0,Q_action_0
177,0.0,0.0,Q_action_0
178,0.0,0.0,Q_action_0
179,0.0,0.0,Q_action_0
180,0.0,0.0,Q_action_0
181,0.0,0.0,Q_action_0
182,0.0,0.0,Q_action_0
183,0.0,0.0,Q_action_0
184,0.0,0.0,Q_action_0
185,0.0,0.0,Q_action_0
186,0.0,0.0,Q_action_0
187,0.0,0.0,Q_action_0
188,0.0,0.0,Q_action_0
189,0.0,0.0,Q_action_0
190,0.0,0.0,Q_action_0
191,0.0,0.0,Q_action_0
192,0.0,0.0,Q_action_0
193,0.0,0.0,Q_action_0
194,0.0,0.0,Q_action_0
195,0.0,0.0,Q_action_0
196,0.0,0.0,Q_action_0
197,0.0,0.0,Q_action_0
198,0.0,0.0,Q_action_0
199,0.0,0.0,Q_action_0
200,0.0,0.0,Q_action_0
201,0.0,0.0,Q_action_0
202,0.0,0.0,Q_action_0
203,0.0,0.0,Q_action_0
204,0.0,0.0,Q_action_0
205,0.0,0.0,Q_action_0
206,0.0,0.0,Q_action_0
207,0.0,0.0,Q_action_0
208,0.0,0.0,Q_action_0
209,0.0,0.0,Q_action_0
210,0.0,0.0,Q_action_0
211,0.0,0.0,Q_action_0
212,0.0,0.0,Q_action_0
213,0.0,0.0,Q_action_0
214,0.0,0.0,Q_action_0
215,0.0,0.0,Q_action_0
216,0.0,0.0,Q_action_0
217,0.0,0.0,Q_action_0
218,0.0,0.0,Q_action_0
219,0.0,0.0,Q_action_0
220,0.0,0.0,Q_action_0
221,0.0,0.0,Q_action_0
222,0.0,0.0,Q_action_0
223,0.0,0.0,Q_action_0
224,0.0,0.0,Q_action_0
225,0.0,0.0,Q_action_0
226,0.0,0.0,Q_action_0
227,0.0,0.0,Q_action_0
228,0.0,0.0,Q_action_0
229,0.0,0.0,Q_action_0
230,0.0,0.0,Q_action_0
231,0.0,0.0,Q_action_0
232,0.0,0.0,Q_action_0
233,0.0,0.0,Q_action_0
234,0.0,0.0,Q_action_0
235,0.0,0.0,Q_action_0
236,0.0,0.0,Q_action_0
237,0.0,0.0,Q_action_0
238,0.0,0.0,Q_action_0
239,0.0,0.0,Q_action_0
240,0.0,0.0,Q_action_0
241,0.0,0.0,Q_action_0
242,0.0,0.0,Q_action_0
243,0.0,0.0,Q_action_0
244,0.0,0.0,Q_action_0
245,0.0,0.0,Q_action_0
246,0.0,0.0,Q_action_0
247,0.0,0.0,Q_action_0
248,0.0,0.0,Q_action_0
249,0.0,0.0,Q_action_0
250,0.0,0.0,Q_action_0
251,0.0,0.0,Q_action_0
252,0.0,0.0,Q_action_0
253,0.0,0.0,Q_action_0
254,0.0,0.0,Q_action_0
255,0.0,0.0,Q_action_0
256,0.0,0.0,Q_action_0
257,0.0,0.0,Q_action_0
258,0.0,0.0,Q_action_0
259,0.0,0.0,Q_action_0
260,0.0,0.0,Q_action_0
261,0.0,0.0,Q_action_0
262,0.0,0.0,Q_action_0
263,0.0,0.0,Q_action_0
264,0.0,0.0,Q_action_0
265,0.0,0.0,Q_action_0
266,0.0,0.0,Q_action_0
267,0.0,0.0,Q_action_0
268,0.0,0.0,Q_action_0
269,0.0,0.0,Q_action_0
270,0.0,0.0,Q_action_0
271,0.0,0.0,Q_action_0
272,0.0,0.0,Q_action_0
273,0.0,0.0,Q_action_0
274,0.0,0.0,Q_action_0
275,0.0,0.0,Q_action_0
276,0.0,0.0,Q_action_0
277,0.0,0.0,Q_action_0
278,0.0,0.0,Q_action_0
279,0.0,0.0,Q_action_0
280,0.0,0.0,Q_action_0
281,0.0,0.0,Q_action_0
282,0.0,0.0,Q_action_0
283,0.0,0.0,Q_action_0
284,0.0,0.0,Q_action_0
285,0.0,0.0,Q_action_0
286,0.0,0.0,Q_action_0
287,0.0,0.0,Q_action_0
288,0.0,0.0,Q_action_0
289,0.0,0.0,Q_action_0
290,0.0,0.0,Q_action_0
291,0.0,0.0,Q_action_0
292,0.0,0.0,Q_action_0
293,0.0,0.0,Q_action_0
294,0.0,0.0,Q_action_0
295,0.0,0.0,Q_action_0
296,0.0,0.0,Q_action_0
297,0.0,0.0,Q_action_0
298,0.0,0.0,Q_action_0
299,0.0,0.0,Q_action_0
300,0.0,0.0,Q_action_0
301,0.0,0.0,Q_action_0
302,0.0,0.0,Q_action_0
303,0.0,0.0,Q_action_0
304,0.0,0.0,Q_action_0
305,0.0,0.0,Q_action_0
306,0.0,0.0,Q_action_0
307,0.0,0.0,Q_action_0
308,0.0,0.0,Q_action_0
309,0.0,0.0,Q_action_0
310,0.0,0.0,Q_action_0
311,0.0,0.0,Q_action_0
312,0.0,0.0,Q_action_0
313,0.0,0.0,Q_action_0
314,0.0,0.0,Q_action_0
315,0.0,0.0,Q_action_0
316,0.0,0.0,Q_action_0
317,0.0,0.0,Q_action_0
318,0.0,0.0,Q_action_0
319,0.0,0.0,Q_action_0
320,0.0,0.0,Q_action_0
321,0.0,0.0,Q_action_0
322,0.0,0.0,Q_action_0
323,0.0,0.0,Q_action_0
324,0.0,0.0,Q_action_0
325,0.0,0.0,Q_action_0
326,0.0,0.0,Q_action_0
327,0.0,0.0,Q_action_0
328,0.0,0.0,Q_action_0
329,0.0,0.0,Q_action_0
330,0.0,0.0,Q_action_0
331,0.0,0.0,Q_action_0
332,0.0,0.0,Q_action_0
333,0.0,0.0,Q_action_0
334,0.0,0.0,Q_action_0
335,0.0,0.0,Q_action_0
336,0.0,0.0,Q_action_0
337,0.0,0.0,Q_action_0
338,0.0,0.0,Q_action_0
339,0.0,0.0,Q_action_0
340,0.0,0.0,Q_action_0
341,0.0,0.0,Q_action_0
342,0.0,0.0,Q_action_0
343,0.0,0.0,Q_action_0
344,0.0,0.0,Q_action_0
345,0.0,0.0,Q_action_0
346,0.0,0.0,Q_action_0
347,0.0,0.0,Q_action_0
348,0.0,0.0,Q_action_0
349,0.0,0.0,Q_action_0
350,0.0,0.0,Q_action_0
351,0.0,0.0,Q_action_0
352,0.0,0.0,Q_action_0
353,0.0,0.0,Q_action_0
354,0.0,0.0,Q_action_0
355,0.0,0.0,Q_action_0
356,0.0,0.0,Q_action_0
357,0.0,0.0,Q_action_0
358,0.0,0.0,Q_action_0
359,0.0,0.0,Q_action_0
360,0.0,0.0,Q_action_0
361,0.0,0.0,Q_action_0
362,0.0,0.0,Q_action_0
363,0.0,0.0,Q_action_0
364,0.0,0.0,Q_action_0
365,0.0,0.0,Q_action_0
366,0.0,0.0,Q_action_0
367,0.0,0.0,Q_action_0
368,0.0,0.0,Q_action_0
369,0.0,0.0,Q_action_0
370,0.0,0.0,Q_action_0
371,0.0,0.0,Q_action_0
372,0.0,0.0,Q_action_0
373,0.0,0.0,Q_action_0
374,0.0,0.0,Q_action_0
375,0.0,0.0,Q_action_0
376,0.0,0.0,Q_action_0
377,0.0,0.0,Q_action_0
378,0.0,0.0,Q_action_0
379,0.0,0.0,Q_action_0
380,0.0,0.0,Q_action_0
381,0.0,0.0,Q_action_0
382,0.0,0.0,Q_action_0
383,0.0,0.0,Q_action_0
384,0.0,0.0,Q_action_0
385,0.0,0.0,Q_action_0
386,0.0,0.0,Q_action_0
387,0.0,0.0,Q_action_0
388,0.0,0.0,Q_action_0
389,0.0,0.0,Q_action_0
390,0.0,0.0,Q_action_0
391,0.0,0.0,Q_action_0
392,0.0,0.0,Q_action_0
393,0.0,0.0,Q_action_0
394,0.0,0.0,Q_action_0
395,0.0,0.0,Q_action_0
396,0.0,0.0,Q_action_0
397,0.0,0.0,Q_action_0
398,0.0,0.0,Q_action_0
399,0.0,0.0,Q_action_0
400,0.0,0.0,Q_action_0
401,0.0,0.0,Q_action_0
402,0.0,0.0,Q_action_0
403,0.0,0.0,Q_action_0
404,0.0,0.0,Q_action_0
405,0.0,0.0,Q_action_0
406,0.0,0.0,Q_action_0
407,0.0,0.0,Q_action_0
408,0.0,0.0,Q_action_0
409,0.0,0.0,Q_action_0
410,0.0,0.0,Q_action_0
411,0.0,0.0,Q_action_0
412,0.0,0.0,Q_action_0
413,0.0,0.0,Q_action_0
414,0.0,0.0,Q_action_0
415,0.0,0.0,Q_action_0
416,0.0,0.0,Q_action_0
417,0.0,0.0,Q_action_0
418,0.0,0.0,Q_action_0
419,0.0,0.0,Q_action_0
420,0.0,0.0,Q_action_0
421,0.0,0.0,Q_action_0
422,0.0,0.0,Q_action_0
423,0.0,0.0,Q_action_0
424,0.0,0.0,Q_action_0
425,0.0,0.0,Q_action_0
426,0.0,0.0,Q_action_0
427,0.0,0.0,Q_action_0
428,0.0,0.0,Q_action_0
429,0.0,0.0,Q_action_0
430,0.0,0.0,Q_action_0
431,0.0,0.0,Q_action_0
432,0.0,0.0,Q_action_0
433,0.0,0.0,Q_action_0
434,0.0,0.0,Q_action_0
435,0.0,0.0,Q_action_0
436,0.0,0.0,Q_action_0
437,0.0,0.0,Q_action_0
438,0.0,0.0,Q_action_0
439,0.0,0.0,Q_action_0
440,0.0,0.0,Q_action_0
441,0.0,0.0,Q_action_0
442,0.0,0.0,Q_action_0
443,0.0,0.0,Q_action_0
444,0.0,0.0,Q_action_0
445,0.0,0.0,Q_action_0
446,0.0,0.0,Q_action_0
447,0.0,0.0,Q_action_0
448,0.0,0.0,Q_action_0
449,0.0,0.0,Q_action_0
450,0.0,0.0,Q_action_0
451,0.0,0.0,Q_action_0
452,0.0,0.0,Q_action_0
453,0.0,0.0,Q_action_0
454,0.0,0.0,Q_action_0
455,0.0,0.0,Q_action_0
456,0.0,0.0,Q_action_0
457,0.0,0.0,Q_action_0
458,0.0,0.0,Q_action_0
459,0.0,0.0,Q_action_0
460,0.0,0.0,Q_action_0
461,0.0,0.0,Q_action_0
462,0.0,0.0,Q_action_0
463,0.0,0.0,Q_action_0
464,0.0,0.0,Q_action_0
465,0.0,0.0,Q_action_0
466,0.0,0.0,Q_action_0
467,0.0,0.0,Q_action_0
468,0.0,0.0,Q_action_0
469,0.0,0.0,Q_action_0
470,0.0,0.0,Q_action_0
471,0.0,0.0,Q_action_0
472,0.0,0.0,Q_action_0
473,0.0,0.0,Q_action_0
474,0.0,0.0,Q_action_0
475,0.0,0.0,Q_action_0
476,0.0,0.0,Q_action_0
477,0.0,0.0,Q_action_0
478,0.0,0.0,Q_action_0
479,0.0,0.0,Q_action_0
